date,phase,early_in_person_daily,early_in_person_cumulative,mail_returned_daily,mail_returned_cumulative,combined_daily,combined_cumulative,is_correction,span_days
2024-08-28,pre,0,0,1,1,1,1,false,1
2024-08-29,pre,0,0,0,1,0,1,false,1
2024-08-30,pre,0,0,0,1,0,1,false,1
2024-08-31,pre,0,0,0,1,0,1,false,1
2024-09-01,pre,0,0,0,1,0,1,false,1
2024-09-02,pre,0,0,0,1,0,1,false,1
2024-09-03,pre,0,0,0,1,0,1,false,1
2024-09-04,pre,0,0,0,1,0,1,false,1
2024-09-05,pre,0,0,0,1,0,1,false,1
2024-09-06,pre,0,0,0,1,0,1,false,1
2024-09-07,pre,0,0,0,1,0,1,false,1
2024-09-08,pre,0,0,0,1,0,1,false,1
2024-09-09,pre,0,0,0,1,0,1,false,1
2024-09-10,pre,0,0,0,1,0,1,false,1
2024-09-11,pre,0,0,0,1,0,1,false,1
2024-09-12,pre,0,0,-1,0,-1,0,true,1
2024-09-13,pre,0,0,0,0,0,0,false,1
2024-09-14,pre,0,0,0,0,0,0,false,1
2024-09-15,pre,0,0,0,0,0,0,false,1
2024-09-16,pre,0,0,0,0,0,0,false,1
2024-09-17,pre,0,0,0,0,0,0,false,1
2024-09-18,pre,0,0,0,0,0,0,false,1
2024-09-19,pre,0,0,0,0,0,0,false,1
2024-09-20,early,4569,4569,0,0,4569,4569,false,1
2024-09-21,early,4044,8613,0,0,4044,8613,false,1
2024-09-22,early,0,8613,0,0,0,8613,false,1
2024-09-23,early,2960,11573,0,0,2960,11573,false,1
2024-09-24,early,2558,14131,0,0,2558,14131,false,1
2024-09-25,early,0,14131,0,0,0,14131,false,1
2024-09-26,early,4350,18481,56,56,4406,18537,false,1
2024-09-27,early,2516,20997,278,334,2794,21331,false,1
2024-09-28,early,0,20997,0,334,0,21331,false,1
2024-09-29,early,0,20997,0,334,0,21331,false,1
2024-09-30,early,2301,23298,783,1117,3084,24415,false,1
2024-10-01,early,2029,25327,2845,3962,4874,29289,false,1
2024-10-02,early,1963,27290,3522,7484,5485,34774,false,1
2024-10-03,early,1,27291,3178,10662,3179,37953,false,1
2024-10-04,early,5673,32964,4931,15593,10604,48557,false,1
2024-10-05,early,0,32964,0,15593,0,48557,false,1
2024-10-06,early,0,32964,0,15593,0,48557,false,1
2024-10-07,early,2777,35741,4279,19872,7056,55613,false,1
2024-10-08,early,2185,37926,3240,23112,5425,61038,false,1
2024-10-09,early,2085,40011,2213,25325,4298,65336,false,1
2024-10-10,early,2019,42030,3154,28479,5173,70509,false,1
2024-10-11,early,3438,45468,2302,30781,5740,76249,false,1
2024-10-12,early,0,45468,0,30781,0,76249,false,1
2024-10-13,early,0,45468,0,30781,0,76249,false,1
2024-10-14,early,3697,49165,1319,32100,5016,81265,false,1
2024-10-15,early,2832,51997,2566,34666,5398,86663,false,1
2024-10-16,early,2443,54440,2974,37640,5417,92080,false,1
2024-10-17,early,10381,64821,787,38427,11168,103248,false,1
2024-10-18,early,11477,76298,2829,41256,14306,117554,false,1
2024-10-19,early,15042,91340,2,41258,15044,132598,false,1
2024-10-20,early,0,91340,0,41258,0,132598,false,1
2024-10-21,early,10270,101610,4684,45942,14954,147552,false,1
2024-10-22,early,9500,111110,4371,50313,13871,161423,false,1
2024-10-23,early,8884,119994,4085,54398,12969,174392,false,1
2024-10-24,early,9086,129080,3279,57677,12365,186757,false,1
2024-10-25,early,11100,140180,2209,59886,13309,200066,false,1
2024-10-26,early,13241,153421,11,59897,13252,213318,false,1
2024-10-27,early,7022,160443,0,59897,7022,220340,false,1
2024-10-28,early,10890,171333,4667,64564,15557,235897,false,1
2024-10-29,early,10588,181921,4404,68968,14992,250889,false,1
2024-10-30,early,10926,192847,1168,70136,12094,262983,false,1
2024-10-31,early,10625,203472,3213,73349,13838,276821,false,1
2024-11-01,early,15550,219022,3014,76363,18564,295385,false,1
2024-11-02,early,20295,239317,2302,78665,22597,317982,false,1
2024-11-03,election,0,239317,0,78665,0,317982,false,1
2024-11-04,election,0,239317,6067,84732,6067,324049,false,1
2024-11-05,election,-1,239316,1871,86603,1870,325919,true,1
2024-11-06,post,0,239316,24,86627,24,325943,false,1
2024-11-07,post,-1,239315,6097,92724,6096,332039,true,1
2024-11-08,post,0,239315,958,93682,958,332997,false,1
2024-11-09,post,0,239315,-2,93680,-2,332995,true,1
2024-11-10,post,0,239315,0,93680,0,332995,false,1
